systematic	common	uniprot	in_orthodb	orthodb_og
YML046W	PRP39	P39682	N	
YML047C	PRM6	Q04705	N	
YML047W-A		A0A023PZG9	N	
YML048W	GSF2	Q04697	N	
YML049C	RSE1	Q04693	N	
YML050W	AIM32	Q04689	N	
YML051W	GAL80	P04387	N	
YML052W	SUR7	P54003	N	
YML053C		Q04978	N	
YML054C	CYB2	P00175	N	
YML054C-A		Q3E809	N	
YML055W	SPC2	Q04969	N	
YML056C	IMD4	P50094	N	
YML057C-A		P0C261	N	
YML057W	CMP2	P14747	Y	2203190at2759
YML058W	SML1	Q04964	N	
YML058W-A	HUG1	Q6Q5K6	N	
YML059C	NTE1	Q04958	N	
YML060W	OGG1	P53397	N	
YML061C	PIF1	P07271	N	
YML062C	MFT1	P33441	N	
YML063W	RPS1B	P23248	N	
YML064C	TEM1	P38987	N	
YML065W	ORC1	P54784	N	
YML066C	SMA2	Q04658	N	
YML067C	ERV41	Q04651	N	
YML068W	ITT1	Q04638	N	
YML069W	POB3	Q04636	N	
YML070W	DAK1	P54838	N	
YML071C	COG8	Q04632	N	
YML072C	TCB3	Q03640	N	
YML073C	RPL6A	Q02326	N	
YML074C	FPR3	P38911	N	
YML075C	HMG1	P12683	N	
YML076C	WAR1	Q03631	N	
YML077W	BET5	Q03630	N	
YML078W	CPR3	P25719	N	
YML079W		Q03629	N	
YML080W	DUS1	P53759	N	
YML081C-A	ATP18	P81450	N	
YML081W	TDA9	Q04545	N	
YML082W		Q04533	N	
YML083C		Q04526	N	
YML084W		Q04521	N	
YML085C	TUB1	P09733	Y	4581638at2759
YML086C	ALO1	P54783	N	
YML087C	AIM33	Q04516	N	
YML088W	UFO1	Q04511	N	
YML089C		Q04502	N	
YML090W		Q04501	N	
YML091C	RPM2	Q02773	N	
YML092C	PRE8	P23639	Y	4971251at2759
YML093W	UTP14	Q04500	N	
YML094C-A		Q12744	N	
YML094W	GIM5	Q04493	N	
YML095C	RAD10	P06838	N	
YML096W		Q04489	N	
YML097C	VPS9	P54787	N	
YML098W	TAF13	P11747	N	
YML099C	ARG81	P05085	N	
YML099W-A		Q6B2I9	N	
YML100W	TSL1	P38427	N	
YML100W-A		Q8TGT0	N	
YML101C	CUE4	Q04201	N	
YML101C-A		Q6B0Z2	N	
YML102W	CAC2	Q04199	N	
YML103C	NUP188	P52593	N	
YML104C	MDM1	Q01846	N	
YML105C	SEC65	P29478	N	
YML106W	URA5	P13298	N	
YML107C	PML39	Q03760	N	
YML108W		Q03759	N	
YML109W	ZDS2	P54786	N	
YML110C	COQ5	P49017	N	
YML111W	BUL2	Q03758	N	
YML112W	CTK3	P46963	N	
YML113W	DAT1	P13483	N	
YML114C	TAF8	Q03750	N	
YML115C	VAN1	P23642	N	
YML116W	ATR1	P13090	N	
YML116W-A		Q6B108	N	
YML117W	NAB6	Q03735	N	
YML118W	NGL3	Q03210	N	
YML119W		Q03208	N	
YML120C	NDI1	P32340	N	
YML121W	GTR1	Q00582	N	
YML122C		Q03207	N	
YML123C	PHO84	P25297	N	
YML124C	TUB3	P09734	Y	4581638at2759
YML125C	PGA3	Q12746	N	
YML126C	ERG13	P54839	N	
YML127W	RSC9	Q03124	N	
YML128C	MSC1	Q03104	N	
YML129C	COX14	P39103	N	
YML130C	ERO1	Q03103	N	
YML131W		Q03102	N	
YML132W	COS3	P0CX13	N	
YML133C		Q03099	N	
YML133W-A		P0CL29	N	
YML133W-B		P0CL35	N	
YMR001C	CDC5	P32562	Y	4654209at2759
YMR001C-A		Q8TGS9	N	
YMR002W	MIX17	Q03667	N	
YMR003W	AIM34	Q03673	N	
YMR004W	MVP1	P40959	N	
YMR005W	TAF4	P50105	N	
YMR006C	PLB2	Q03674	N	
YMR007W		Q03675	N	
YMR008C	PLB1	P39105	N	
YMR008C-A		A0A8D9PCQ4	N	
YMR009W	ADI1	Q03677	N	
YMR010W	ANY1	Q03687	N	
YMR011W	HXT2	P23585	N	
YMR012W	CLU1	Q03690	N	
YMR013C	SEC59	P20048	N	
YMR013C-A		P0C5Q3	N	
YMR013W-A		P0C5Q2	N	
YMR014W	BUD22	Q04347	N	
YMR015C	ERG5	P54781	N	
YMR016C	SOK2	P53438	N	
YMR017W	SPO20	Q04359	N	
YMR018W	PEX9	Q04364	N	
YMR019W	STB4	P50104	N	
YMR020W	FMS1	P50264	N	
YMR021C	MAC1	P35192	N	
YMR022W	UBC7	Q02159	N	
YMR023C	MSS1	P32559	N	
YMR024W	MRPL3	P36516	N	
YMR025W	CSI1	Q04368	N	
YMR026C	PEX12	Q04370	N	
YMR027W		Q04371	N	
YMR028W	TAP42	Q04372	N	
YMR029C	FAR8	Q05040	Y	4819352at2759
YMR030W	RSF1	Q05043	N	
YMR030W-A		Q3E760	N	
YMR031C	EIS1	Q05050	N	
YMR031W-A		Q6Q572	N	
YMR032W	HOF1	Q05080	N	
YMR033W	ARP9	Q05123	N	
YMR034C	RCH1	Q05131	N	
YMR035W	IMP2	P46972	N	
YMR036C	MIH1	P23748	N	
YMR037C	MSN2	P33748	N	
YMR038C	CCS1	P40202	N	
YMR039C	SUB1	P54000	N	
YMR040W	YET2	Q04210	N	
YMR041C	ARA2	Q04212	N	
YMR042W	ARG80	P07249	N	
YMR043W	MCM1	P11746	N	
YMR044W	IOC4	Q04213	N	
YMR045C	TY1B-MR1	Q04214	N	
YMR046C	TY1A-MR1	Q04215	N	
YMR046W-A		Q6B0Y5	N	
YMR047C	NUP116	Q02630	N	
YMR048W	CSM3	Q04659	N	
YMR049C	ERB1	Q04660	N	
YMR050C	TY1B-MR2	Q04670	N	
YMR051C	TY1A-MR2	P0CX69	N	
YMR052C-A		Q6B0Y6	N	
YMR052W	FAR3	P46671	N	
YMR053C	STB2	P46679	N	
YMR054W	STV1	P37296	N	
YMR055C	BUB2	P26448	N	
YMR056C	AAC1	P04710	N	
YMR057C		Q04674	N	
YMR058W	FET3	P38993	N	
YMR059W	SEN15	Q04675	N	
YMR060C	SAM37	P50110	N	
YMR061W	RNA14	P25298	N	
YMR062C	ARG7	Q04728	N	
YMR063W	RIM9	Q04734	N	
YMR064W	AEP1	P32493	N	
YMR065W	KAR5	Q04746	N	
YMR066W	SOV1	Q04748	N	
YMR067C	UBX4	P54730	N	
YMR068W	AVO2	Q04749	N	
YMR069W	NAT4	Q04751	N	
YMR070W	MOT3	P54785	N	
YMR071C	TVP18	Q04767	N	
YMR072W	ABF2	Q02486	N	
YMR073C	IRC21	Q04772	N	
YMR074C		Q04773	N	
YMR075C-A		Q6B0Y7	N	
YMR075W	RCO1	Q04779	N	
YMR076C	PDS5	Q04264	N	
YMR077C	VPS20	Q04272	Y	2617408at2759
YMR078C	CTF18	P49956	N	
YMR079W	SEC14	P24280	N	
YMR080C	NAM7	P30771	N	
YMR081C	ISF1	P32488	N	
YMR082C		Q04276	N	
YMR083W	ADH3	P07246	N	
YMR084W		A2P2R3	N	
YMR085W		P0CF18	N	
YMR086C-A		Q6Q571	N	
YMR086W	SEG1	Q04279	N	
YMR087W		Q04299	N	
YMR088C	VBA1	Q04301	N	
YMR089C	YTA12	P40341	N	
YMR090W		Q04304	N	
YMR091C	NPL6	P32832	N	
YMR092C	AIP1	P46680	N	
YMR093W	UTP15	Q04305	N	
YMR094W	CTF13	P35203	N	
YMR095C	SNO1	Q03144	N	
YMR096W	SNZ1	Q03148	N	
YMR097C	MTG1	Q03151	N	
YMR098C	ATP25	Q03153	N	
YMR099C		Q03161	N	
YMR100W	MUB1	Q03162	N	
YMR101C	SRT1	Q03175	N	
YMR102C		Q03177	N	
YMR103C		Q04436	N	
YMR104C	YPK2	P18961	N	
YMR105C	PGM2	P37012	N	
YMR105W-A		Q8TGS8	N	
YMR106C	YKU80	Q04437	N	
YMR106W-A		P9WEJ3	N	
YMR107W	SPG4	Q04438	N	
YMR108W	ILV2	P07342	N	
YMR109W	MYO5	Q04439	Y	4588649at2759
YMR110C	HFD1	Q04458	Y	4921948at2759
YMR111C	EUC1	Q04461	N	
YMR112C	MED11	Q99278	N	
YMR113W	FOL3	Q12676	N	
YMR114C		Q04471	N	
YMR115W	MGR3	Q04472	N	
YMR116C	ASC1	P38011	N	
YMR117C	SPC24	Q04477	N	
YMR118C	SHH3	Q04487	N	
YMR119W	ASI1	P54074	N	
YMR119W-A		A0A023PZL2	N	
YMR120C	ADE17	P38009	N	
YMR121C	RPL15B	P54780	N	
YMR122C		Q03879	N	
YMR122W-A		Q3E842	N	
YMR123W	PKR1	Q03880	N	
YMR124W		P39523	N	
YMR125W	STO1	P34160	N	
YMR126C	DLT1	Q04216	N	
YMR127C	SAS2	P40963	N	
YMR128W	ECM16	Q04217	N	
YMR129W	POM152	P39685	N	
YMR130W		Q04223	N	
YMR131C	RRB1	Q04225	N	
YMR132C	JLP2	P40206	N	
YMR133W	REC114	P32841	N	
YMR134W	ERG29	P40207	N	
YMR135C	GID8	P40208	N	
YMR135W-A		Q6B0X1	N	
YMR136W	GAT2	P40209	N	
YMR137C	PSO2	P30620	N	
YMR138W	CIN4	P39110	Y	4819201at2759
YMR139W	RIM11	P38615	N	
YMR140W	SIP5	P40210	N	
YMR141C		P40211	N	
YMR141W-A		P0C5Q4	N	
YMR142C	RPL13B	P40212	N	
YMR143W	RPS16A	P0CX51	N	
YMR144W	FDO1	P40214	N	
YMR145C	NDE1	P40215	N	
YMR146C	TIF34	P40217	N	
YMR147W	LDO45	P40218	N	
YMR148W	LDO16	P40219	N	
YMR149W	SWP1	Q02795	N	
YMR150C	IMP1	P28627	N	
YMR151W	YIM2	P28626	N	
YMR152W	YIM1	P28625	N	
YMR153C-A		A0A023PYJ4	N	
YMR153W	NUP53	Q03790	N	
YMR154C	RIM13	Q03792	N	
YMR155W		Q03795	N	
YMR156C	TPP1	Q03796	N	
YMR157C	AIM36	Q03798	N	
YMR158C-A		Q3E843	N	
YMR158W	MRPS8	Q03799	N	
YMR158W-B		Q6B0X2	N	
YMR159C	ATG16	Q03818	N	
YMR160W		Q03823	N	
YMR161W	HLJ1	P48353	Y	4932650at2759
YMR162C	DNF3	Q12674	N	
YMR163C	INP2	Q03824	N	
YMR164C	MSS11	Q03825	N	
YMR165C	PAH1	P32567	N	
YMR166C	MME1	Q03829	N	
YMR167W	MLH1	P38920	N	
YMR168C	CEP3	P40969	N	
YMR169C	ALD3	P54114	Y	5006558at2759
YMR170C	ALD2	P47771	Y	5006558at2759
YMR171C	EAR1	Q03212	N	
YMR172C-A		A0A023PXH6	N	
YMR172W	HOT1	Q03213	N	
YMR173W	DDR48	P18899	N	
YMR173W-A		A0A023PXQ4	N	
YMR174C	PAI3	P01094	N	
YMR175W	SIP18	P50263	N	
YMR175W-A		Q3E766	N	
YMR176W	ECM5	Q03214	Y	5018321at2759
YMR177W	MMT1	Q03218	N	
YMR178W	FPY1	Q03219	N	
YMR179W	SPT21	P35209	N	
YMR180C	CTL1	Q03220	N	
YMR181C		Q03231	N	
YMR182C	RGM1	Q00453	N	
YMR182W-A		Q8TGS7	N	
YMR183C	SSO2	P39926	N	
YMR184W	ADD37	Q03233	N	
YMR185W	RTP1	Q12751	N	
YMR186W	HSC82	P15108	N	
YMR187C		Q03236	N	
YMR188C	MRPS17	Q03246	N	
YMR189W	GCV2	P49095	N	
YMR190C	SGS1	P35187	N	
YMR191W	SPG5	P42933	N	
YMR192W	GYL1	Q04322	N	
YMR193C-A		Q6B0R2	N	
YMR193W	MRPL24	P36525	N	
YMR194C-A		P0C5Q6	N	
YMR194C-B	CMC4	Q3E7A9	N	
YMR194W	RPL36A	P05745	N	
YMR195W	ICY1	Q04329	N	
YMR196W		Q04336	N	
YMR197C	VTI1	Q04338	N	
YMR198W	CIK1	Q01649	N	
YMR199W	CLN1	P20437	N	
YMR200W	ROT1	Q03691	N	
YMR201C	RAD14	P28519	N	
YMR202W	ERG2	P32352	N	
YMR203W	TOM40	P23644	N	
YMR204C	INP1	Q03694	N	
YMR205C	PFK2	P16862	N	
YMR206W		Q03695	N	
YMR207C	HFA1	P32874	N	
YMR208W	ERG12	P07277	N	
YMR209C		Q03648	N	
YMR210W	MGL2	Q03649	N	
YMR211W	DML1	Q03652	N	
YMR212C	EFR3	Q03653	N	
YMR213W	CEF1	Q03654	N	
YMR214W	SCJ1	P25303	N	
YMR215W	GAS3	Q03655	N	
YMR216C	SKY1	Q03656	N	
YMR217W	GUA1	P38625	N	
YMR218C	TRS130	Q03660	N	
YMR219W	ESC1	Q03661	N	
YMR220W	ERG8	P24521	N	
YMR221C	FMP42	Q04991	N	
YMR222C	FSH2	Q05015	N	
YMR223W	UBP8	P50102	N	
YMR224C	MRE11	P32829	N	
YMR225C	MRPL44	P19956	N	
YMR226C		Q05016	N	
YMR227C	TAF7	Q05021	N	
YMR228W	MTF1	P14908	N	
YMR229C	RRP5	Q05022	N	
YMR230W	RPS10B	P46784	N	
YMR230W-A		Q3E7B5	N	
YMR231W	PEP5	P12868	N	
YMR232W	FUS2	Q05670	N	
YMR233W	TRI1	Q05024	N	
YMR234W	RNH1	Q04740	N	
YMR235C	RNA1	P11745	N	
YMR236W	TAF9	Q05027	N	
YMR237W	BCH1	Q05029	N	
YMR238W	DFG5	Q05031	N	
YMR239C	RNT1	Q02555	N	
YMR240C	CUS1	Q02554	N	
YMR241W	YHM2	Q04013	N	
YMR242C	RPL20A	P0CX23	N	
YMR242W-A		Q8TGS6	N	
YMR243C	ZRC1	P20107	Y	5005910at2759
YMR244C-A	COA6	Q3E846	N	
YMR244W		Q04018	N	
YMR245W		Q04019	N	
YMR246W	FAA4	P47912	N	
YMR247C	RKR1	Q04781	N	
YMR247W-A		Q3E782	N	
YMR250W	GAD1	Q04792	N	
YMR251W	GTO3	Q04806	N	
YMR251W-A	HOR7	Q05827	N	
YMR252C		Q04814	N	
YMR253C		Q04835	N	
YMR254C		Q04838	N	
YMR255W	GFD1	Q04839	N	
YMR256C	COX7	P10174	N	
YMR257C	PET111	P08468	N	
YMR258C	ROY1	Q04847	N	
YMR259C	TRM732	Q03496	N	
YMR260C	TIF11	P38912	N	
YMR261C	TPS3	P38426	N	
YMR262W		P38430	N	
YMR263W	SAP30	P38429	N	
YMR264W	CUE1	P38428	N	
YMR265C		Q03508	N	
YMR266W	RSN1	Q03516	N	
YMR267W	PPA2	P28239	N	
YMR268C	PRP24	P49960	N	
YMR269W	TMA23	Q03525	N	
YMR270C	RRN9	P53437	N	
YMR271C	URA10	P30402	N	
YMR272C	SCS7	Q03529	N	
YMR272W-A		Q8TGM0	N	
YMR272W-B		Q8TGS5	N	
YMR273C	ZDS1	P50111	N	
YMR274C	RCE1	Q03530	N	
YMR275C	BUL1	P48524	N	
YMR276W	DSK2	P48510	N	
YMR277W	FCP1	Q03254	N	
YMR278W	PRM15	Q03262	N	
YMR279C		Q03263	N	
YMR280C	CAT8	P39113	N	
YMR281W	GPI12	P23797	N	
YMR282C	AEP2	P22136	N	
YMR283C	RIT1	P23796	N	
YMR284W	YKU70	P32807	N	
YMR285C	NGL2	Q03264	N	
YMR286W	MRPL33	P20084	N	
YMR287C	DSS1	P39112	N	
YMR288W	HSH155	P49955	N	
YMR289W	ABZ2	Q03266	N	
YMR290C	HAS1	Q03532	Y	4988636at2759
YMR290W-A		A0A023PZH5	N	
YMR291W	TDA1	Q03533	Y	587115at2759
YMR292W	GOT1	Q03554	N	
YMR293C	HER2	Q03557	N	
YMR294W	JNM1	P36224	N	
YMR294W-A		A0A023PZL7	N	
YMR295C		Q03559	N	
YMR296C	LCB1	P25045	N	
YMR297W	PRC1	P00729	N	
YMR298W	LIP1	Q03579	N	
YMR299C	DYN3	Q04949	N	
YMR300C	ADE4	P04046	N	
YMR301C	ATM1	P40416	N	
YMR302C	YME2	P32843	N	
YMR303C	ADH2	P00331	N	
YMR304C-A		A0A023PYJ7	N	
YMR304W	UBP15	P50101	N	
YMR305C	SCW10	Q04951	N	
YMR306C-A		A0A023PXI0	N	
YMR306W	FKS3	Q04952	N	
YMR307C-A		P0C5Q5	N	
YMR307W	GAS1	P22146	N	
YMR308C	PSE1	P32337	Y	5016903at2759
YMR309C	NIP1	P32497	N	
YMR310C		Q04867	N	
YMR311C	GLC8	P41818	N	
YMR312W	ELP6	Q04868	N	
YMR313C	TGL3	P40308	N	
YMR314W	PRE5	P40302	Y	4971251at2759
YMR315W		Q04869	N	
YMR315W-A		Q8TGS4	N	
YMR316C-A		I2HB70	N	
YMR316C-B		A0A023PXQ9	N	
YMR316W	DIA1	P54005	N	
YMR317W		Q04893	N	
YMR318C	ADH6	Q04894	N	
YMR319C	FET4	P40988	N	
YMR320W		Q04897	N	
YMR321C		Q04898	N	
YMR322C	SNO4	Q04902	N	
YMR323W	ERR3	P42222	N	
YMR324C		Q04909	N	
YMR325W	PAU19	P0CE85	N	
YMR326C		Q6B0R7	N	
YNL001W	DOM34	P33309	N	
YNL002C	RLP7	P40693	N	
YNL003C	PET8	P38921	N	
YNL004W	HRB1	P38922	Y	4990516at2759
YNL005C	MRP7	P12687	N	
YNL006W	LST8	P41318	N	
YNL007C	SIS1	P25294	Y	76462at2759
YNL008C	ASI3	P53983	N	
YNL009W	IDP3	P53982	N	
YNL010W	PYP1	P53981	N	
YNL011C		P53980	N	
YNL012W	SPO1	P53541	N	
YNL013C		P53979	N	
YNL014W	HEF3	P53978	N	
YNL015W	PBI2	P0CT04	N	
YNL016W	PUB1	P32588	N	
YNL017C		P53977	N	
YNL018C		P53976	N	
YNL019C		P53975	N	
YNL020C	ARK1	P53974	N	
YNL021W	HDA1	P53973	N	
YNL022C	RCM1	P53972	N	
YNL023C	FAP1	P53971	N	
YNL024C	EFM6	P53970	N	
YNL024C-A	KSH1	Q8TGJ3	N	
YNL025C	SSN8	P47821	N	
YNL026W	SAM50	P53969	N	
YNL027W	CRZ1	P53968	N	
YNL028W		P53967	N	
YNL029C	KTR5	P53966	N	
YNL032W	SIW14	P53965	N	
YNL033W		P53964	N	
YNL034W		P53963	N	
YNL035C		P53962	N	
YNL036W	NCE103	P53615	N	
YNL037C	IDH1	P28834	N	
YNL038W	GPI15	P53961	N	
YNL039W	BDP1	P46678	N	
YNL040C-A		P9WEJ1	N	
YNL040W		P53960	N	
YNL041C	COG6	P53959	N	
YNL042W	BOP3	P53958	N	
YNL042W-B		Q3E7Z2	N	
YNL043C		P53957	N	
YNL044W	YIP3	P53633	N	
YNL045W	LAP2	Q10740	N	
YNL046W		P53956	N	
YNL047C	SLM2	P53955	N	
YNL048W	ALG11	P53954	N	
YNL049C	SFB2	P53953	Y	5004504at2759
YNL050C		P53952	N	
YNL051W	COG5	P53951	N	
YNL052W	COX5A	P00424	N	
YNL053W	MSG5	P38590	N	
YNL054W	VAC7	P53950	N	
YNL054W-A	TY1A-NL2	Q12470	N	
YNL054W-B	TY1B-NL2	Q99337	N	
YNL055C	POR1	P04840	N	
YNL056W	OCA2	P53949	N	
YNL057W		P53948	N	
YNL058C		P53947	N	
YNL059C	ARP5	P53946	N	
YNL061W	NOP2	P40991	N	
YNL062C	GCD10	P41814	N	
YNL063W	MTQ1	P53944	N	
YNL064C	YDJ1	P25491	Y	76462at2759
YNL065W	AQR1	P53943	N	
YNL066W	SUN4	P53616	N	
YNL067W	RPL9B	P51401	N	
YNL067W-A		P0C5Q8	N	
YNL067W-B		Q3E767	N	
YNL068C	FKH2	P41813	N	
YNL069C	RPL16B	P26785	N	
YNL070W	TOM7	P53507	N	
YNL071W	LAT1	P12695	N	
YNL072W	RNH201	P53942	N	
YNL073W	MSK1	P32048	N	
YNL074C	MLF3	P32047	N	
YNL075W	IMP4	P53941	N	
YNL076W	MKS1	P34072	N	
YNL077W	APJ1	P53940	Y	76462at2759
YNL078W	NIS1	P53939	N	
YNL079C	TPM1	P17536	N	
YNL080C	EOS1	P53938	N	
YNL081C	SWS2	P53937	N	
YNL082W	PMS1	P14242	N	
YNL083W	SAL1	D6W196	N	
YNL084C	END3	P39013	Y	4988165at2759
YNL085W	MKT1	P40850	N	
YNL086W	SNN1	P48232	N	
YNL087W	TCB2	P48231	N	
YNL088W	TOP2	P06786	N	
YNL089C		P53936	N	
YNL090W	RHO2	P06781	Y	4575358at2759
YNL091W	NST1	P53935	N	
YNL092W		P53934	N	
YNL093W	YPT53	P36019	N	
YNL094W	APP1	P53933	N	
YNL095C		P53932	N	
YNL096C	RPS7B	P48164	N	
YNL097C	PHO23	P50947	N	
YNL097C-B	PLS1	P0C271	N	
YNL097W-A		Q8TGL8	N	
YNL098C	RAS2	P01120	N	
YNL099C	OCA1	P50946	N	
YNL100W	MIC27	P50945	N	
YNL101W	AVT4	P50944	N	
YNL102W	POL1	P13382	N	
YNL103W	MET4	P32389	N	
YNL103W-A		Q8TGQ9	N	
YNL104C	LEU4	P06208	N	
YNL105W	RRT16	P50943	N	
YNL106C	INP52	P50942	N	
YNL107W	YAF9	P53930	N	
YNL108C		P53929	N	
YNL109W		P53928	N	
YNL110C	NOP15	P53927	N	
YNL111C	CYB5	P40312	N	
YNL112W	DBP2	P24783	N	
YNL113W	RPC19	P28000	N	
YNL114C		P53926	N	
YNL115C		P53925	N	
YNL116W	DMA2	P53924	N	
YNL117W	MLS1	P30952	N	
YNL118C	DCP2	P53550	N	
YNL119W	NCS2	P53923	N	
YNL120C		P53922	N	
YNL121C	TOM70	P07213	N	
YNL122C	MRP35	P53921	N	
YNL123W	NMA111	P53920	N	
YNL124W	NAF1	P53919	N	
YNL125C	ESBP6	P53918	N	
YNL126W	SPC98	P53540	N	
YNL127W	FAR11	P53917	N	
YNL128W	TEP1	P53916	N	
YNL129W	NRK1	P53915	N	
YNL130C	CPT1	P17898	N	
YNL130C-A	DGR1	Q3E808	N	
YNL131W	TOM22	P49334	N	
YNL132W	KRE33	P53914	N	
YNL133C	FYV6	P53913	N	
YNL134C		P53912	N	
YNL135C	FPR1	P20081	N	
YNL136W	EAF7	P53911	N	
YNL137C	NAM9	P27929	N	
YNL138W	SRV2	P17555	N	
YNL138W-A	YSF3	P0C074	N	
YNL139C	THO2	P53552	N	
YNL140C		P53910	N	
YNL141W	AAH1	P53909	N	
YNL142W	MEP2	P41948	N	
YNL143C		P53908	N	
YNL144C		P53907	N	
YNL144W-A		Q8TGL9	N	
YNL145W	MFA2	P34166	N	
YNL146C-A		Q3E7Z1	N	
YNL146W		P53906	N	
YNL147W	LSM7	P53905	N	
YNL148C	ALF1	P53904	N	
YNL149C	PGA2	P53903	N	
YNL150W		P53902	N	
YNL151C	RPC31	P17890	N	
YNL152W	INN1	P53901	N	
YNL153C	GIM3	P53900	N	
YNL154C	YCK2	P23292	Y	533331at2759
YNL155C-A		P9WEJ2	N	
YNL155W	CUZ1	P53899	N	
YNL156C	NSG2	P53898	N	
YNL157W	IGO1	P53897	N	
YNL158W	PGA1	P53896	N	
YNL159C	ASI2	P53895	N	
YNL160W	YGP1	P38616	N	
YNL161W	CBK1	P53894	N	
YNL162W	RPL42A	P0CX27	N	
YNL162W-A		Q3E7A8	N	
YNL163C	RIA1	P53893	N	
YNL164C	IBD2	P53892	N	
YNL165W		P53891	N	
YNL166C	BNI5	P53890	N	
YNL167C	SKO1	Q02100	N	
YNL168C	FMP41	P53889	N	
YNL169C	PSD1	P39006	N	
YNL170W		P53888	N	
YNL171C		P53887	N	
YNL172W	APC1	P53886	N	
YNL173C	MDG1	P53885	N	
YNL174W		P53884	N	
YNL175C	NOP13	P53883	N	
YNL176C	TDA7	P53882	N	
YNL177C	MRPL22	P53881	N	
YNL178W	RPS3	P05750	N	
YNL179C		P53880	N	
YNL180C	RHO5	P53879	N	
YNL181W	PBR1	P53878	N	
YNL182C	IPI3	P53877	N	
YNL183C	NPR1	P22211	N	
YNL184C		P53876	N	
YNL185C	MRPL19	P53875	N	
YNL186W	UBP10	P53874	N	
YNL187W	SWT21	P53873	N	
YNL188W	KAR1	P11927	N	
YNL189W	SRP1	Q02821	N	
YNL190W		P53872	N	
YNL191W	DUG3	P53871	N	
YNL192W	CHS1	P08004	N	
YNL193W		P53870	N	
YNL194C		P40169	N	
YNL195C		P40168	N	
YNL196C	SLZ1	P40167	N	
YNL197C	WHI3	P34761	N	
YNL198C		P40166	N	
YNL199C	GCR2	Q01722	N	
YNL200C	NNR1	P40165	N	
YNL201C	PSY2	P40164	N	
YNL202W	SPS19	P32573	N	
YNL203C		P40163	N	
YNL204C	SPS18	P32572	Y	4309134at2759
YNL205C		P40162	N	
YNL206C	RTT106	P40161	N	
YNL207W	RIO2	P40160	N	
YNL208W		P40159	N	
YNL209W	SSB2	P40150	N	
YNL210W	MER1	P16523	N	
YNL211C	MRX7	P53869	N	
YNL212W	VID27	P40157	N	
YNL213C	RRG9	P40156	N	
YNL214W	PEX17	P40155	N	
YNL215W	IES2	P40154	N	
YNL216W	RAP1	P11938	N	
YNL217W	PPN2	P40152	N	
YNL218W	MGS1	P40151	N	
YNL219C	ALG9	P53868	N	
YNL220W	ADE12	P80210	N	
YNL221C	POP1	P41812	N	
YNL222W	SSU72	P53538	N	
YNL223W	ATG4	P53867	N	
YNL224C	SQS1	P53866	N	
YNL225C	CNM67	P53865	N	
YNL226W		P53864	N	
YNL227C	JJJ1	P53863	N	
YNL228W		P53862	N	
YNL229C	URE2	P23202	N	
YNL230C	ELA1	P53861	N	
YNL231C	PDR16	P53860	N	
YNL232W	CSL4	P53859	N	
YNL233W	BNI4	P53858	N	
YNL234W		P53857	N	
YNL235C		P53856	N	
YNL236W	SIN4	P32259	N	
YNL237W	YTP1	P53584	N	
YNL238W	KEX2	P13134	N	
YNL239W	LAP3	Q01532	N	
YNL240C	NAR1	P23503	N	
YNL241C	ZWF1	P11412	N	
YNL242W	ATG2	P53855	N	
YNL243W	SLA2	P33338	N	
YNL244C	SUI1	P32911	N	
YNL245C	CWC25	P53854	N	
YNL246W	VPS75	P53853	N	
YNL247W		P53852	N	
YNL248C	RPA49	Q01080	N	
YNL249C	MPA43	P53583	N	
YNL250W	RAD50	P12753	N	
YNL251C	NRD1	P53617	N	
YNL252C	MRPL17	P36528	N	
YNL253W	TEX1	P53851	N	
YNL254C	RTC4	P53850	N	
YNL255C	GIS2	P53849	N	
YNL256W	FOL1	P53848	N	
YNL257C	SIP3	P38717	N	
YNL258C	DSL1	P53847	Y	4819352at2759
YNL259C	ATX1	P38636	N	
YNL260C	LTO1	P53846	N	
YNL261W	ORC5	P50874	N	
YNL262W	POL2	P21951	N	
YNL263C	YIF1	P53845	N	
YNL264C	PDR17	P53844	N	
YNL265C	IST1	P53843	N	
YNL266W		P53842	N	
YNL267W	PIK1	P39104	N	
YNL268W	LYP1	P32487	N	
YNL269W	BSC4	P53841	N	
YNL270C	ALP1	P38971	N	
YNL271C	BNI1	P41832	N	
YNL272C	SEC2	P17065	N	
YNL273W	TOF1	P53840	N	
YNL274C	GOR1	P53839	N	
YNL275W	BOR1	P53838	N	
YNL276C		P53837	N	
YNL277W	MET2	P08465	N	
YNL277W-A		Q3E7Z0	N	
YNL278W	CAF120	P53836	N	
YNL279W	PRM1	P53835	N	
YNL280C	ERG24	P32462	N	
YNL281W	HCH1	P53834	N	
YNL282W	POP3	P53833	N	
YNL283C	WSC2	P53832	N	
YNL284C	MRPL10	P36520	N	
YNL284C-A	TY1A-NL1	Q12391	N	
YNL284C-B	TY1B-NL1	Q12112	N	
YNL285W		P53831	N	
YNL286W	CUS2	P53830	N	
YNL287W	SEC21	P32074	N	
YNL288W	CAF40	P53829	N	
YNL289W	PCL1	P24867	N	
YNL290W	RFC3	P38629	N	
YNL291C	MID1	P41821	N	
YNL292W	PUS4	P48567	N	
YNL293W	MSB3	P48566	N	
YNL294C	RIM21	P48565	N	
YNL295W	MRX6	P48564	N	
YNL296W		P53828	N	
YNL297C	MON2	P48563	N	
YNL298W	CLA4	P48562	Y	5001640at2759
