yeast_systematic	yeast_common	yeast_uniprot	human_symbol	human_uniprot	ortholog_type	cluster_id	cluster_score	yeast_confidence	human_confidence	source
YPR113W	PIS1	P06197	CDIPT	O14735	1:1	1182	147	1.0	1.0	InParanoid9
YPR131C	NAT3	Q06504	NAA20	P61599	1:1	1183	147	1.0	1.0	InParanoid9
YLR260W	LCB5	Q06147	SPHK2	Q9NRA0	m:n	1184	146	1.0	1.0	InParanoid9
YLR260W	LCB5	Q06147	SPHK1	Q9NYA1	m:n	1184	146	1.0	0.145	InParanoid9
YOR171C	LCB4	Q12246	SPHK2	Q9NRA0	m:n	1184	146	0.44	1.0	InParanoid9
YOR171C	LCB4	Q12246	SPHK1	Q9NYA1	m:n	1184	146	0.44	0.145	InParanoid9
YJR048W	CYC1	P00044	CYCS	P99999	m:n	1185	146	1.0	1.0	InParanoid9
YEL039C	CYC7	P00045	CYCS	P99999	m:n	1185	146	0.598	1.0	InParanoid9
YML096W		Q04489	ASNSD1	Q9NWL6	1:1	1186	146	1.0	1.0	InParanoid9
YMR277W	FCP1	Q03254	CTDP1	Q9Y5B0	1:1	1187	146	1.0	1.0	InParanoid9
YDR481C	PHO8	P11491	ALPL	P05186	m:n	1188	145	1.0	0.444	InParanoid9
YDR481C	PHO8	P11491	ALPP	P05187	m:n	1188	145	1.0	0.948	InParanoid9
YDR481C	PHO8	P11491	ALPI	P09923	m:n	1188	145	1.0	0.847	InParanoid9
YDR481C	PHO8	P11491	ALPG	P10696	m:n	1188	145	1.0	1.0	InParanoid9
YGL082W		P53155	MINDY1	Q8N5J2	m:n	1189	145	0.272	0.25	InParanoid9
YGL082W		P53155	MINDY2	Q8NBR6	m:n	1189	145	0.272	1.0	InParanoid9
YPL191C		Q08930	MINDY1	Q8N5J2	m:n	1189	145	1.0	0.25	InParanoid9
YPL191C		Q08930	MINDY2	Q8NBR6	m:n	1189	145	1.0	1.0	InParanoid9
YIR022W	SEC11	P15367	SEC11B	P0C7V7	m:n	1190	145	1.0	0.74	InParanoid9
YIR022W	SEC11	P15367	SEC11A	P67812	m:n	1190	145	1.0	1.0	InParanoid9
YIR022W	SEC11	P15367	SEC11C	Q9BY50	m:n	1190	145	1.0	0.721	InParanoid9
YGL043W	DST1	P07273	TCEA3	O75764	m:n	1191	145	1.0	0.415	InParanoid9
YGL043W	DST1	P07273	TCEA1	P23193	m:n	1191	145	1.0	1.0	InParanoid9
YGL043W	DST1	P07273	TCEA2	Q15560	m:n	1191	145	1.0	0.545	InParanoid9
YOR090C	PTC5	Q12511	PDP1	Q9P0J1	m:n	1192	145	1.0	1.0	InParanoid9
YOR090C	PTC5	Q12511	PDP2	Q9P2J9	m:n	1192	145	1.0	1.0	InParanoid9
YBR242W		P38331	HDDC2	Q7Z4H3	m:n	1193	145	1.0	1.0	InParanoid9
YGL101W	YGK1	P53144	HDDC2	Q7Z4H3	m:n	1193	145	0.435	1.0	InParanoid9
YGL103W	RPL28	P02406	RPL27A	P46776	1:1	1194	145	1.0	1.0	InParanoid9
YLR059C	REX2	P54964	REXO2	Q9Y3B8	1:1	1195	145	1.0	1.0	InParanoid9
YDL166C	FAP7	Q12055	AK6	Q9Y3D8	1:1	1196	145	1.0	1.0	InParanoid9
YBL036C		P38197	PLPBP	O94903	1:1	1197	145	1.0	1.0	InParanoid9
YPL063W	TIM50	Q02776	TIMM50	Q3ZCQ8	1:1	1198	145	1.0	1.0	InParanoid9
YBL078C	ATG8	P38182	GABARAP	O95166	m:n	1199	144	1.0	0.713	InParanoid9
YBL078C	ATG8	P38182	GABARAPL3	Q9BY60	m:n	1199	144	1.0	0.812	InParanoid9
YBL078C	ATG8	P38182	GABARAPL1	Q9H0R8	m:n	1199	144	1.0	1.0	InParanoid9
YER016W	BIM1	P40013	MAPRE2	Q15555	m:n	1200	144	1.0	0.42	InParanoid9
YER016W	BIM1	P40013	MAPRE1	Q15691	m:n	1200	144	1.0	1.0	InParanoid9
YER016W	BIM1	P40013	MAPRE3	Q9UPY8	m:n	1200	144	1.0	0.516	InParanoid9
YLR396C	VPS33	P20795	VPS33A	Q96AX1	m:n	1201	144	1.0	1.0	InParanoid9
YLR396C	VPS33	P20795	VPS33B	Q9H267	m:n	1201	144	1.0	0.14	InParanoid9
YMR013C	SEC59	P20048	DOLK	Q9UPQ8	1:1	1202	144	1.0	1.0	InParanoid9
YDR328C	SKP1	P52286	SKP1	P63208	1:1	1203	144	1.0	1.0	InParanoid9
YGR195W	SKI6	P46948	EXOSC4	Q9NPD3	1:1	1204	144	1.0	1.0	InParanoid9
YDR429C	TIF35	Q04067	EIF3G	O75821	1:1	1205	144	1.0	1.0	InParanoid9
YOL121C	RPS19A	P07280	RPS19	P39019	m:n	1206	143	1.0	1.0	InParanoid9
YNL302C	RPS19B	P07281	RPS19	P39019	m:n	1206	143	0.979	1.0	InParanoid9
YBR183W	YPC1	P38298	ACER3	Q9NUN7	m:n	1207	143	1.0	1.0	InParanoid9
YPL087W	YDC1	Q02896	ACER3	Q9NUN7	m:n	1207	143	0.435	1.0	InParanoid9
YBL019W	APN2	P38207	APEX2	Q9UBZ4	1:1	1208	143	1.0	1.0	InParanoid9
YIL001W		P40560	ABTB1	Q969K4	1:1	1209	143	1.0	1.0	InParanoid9
YBR035C	PDX3	P38075	PNPO	Q9NVS9	1:1	1210	143	1.0	1.0	InParanoid9
YLR017W	MEU1	Q07938	MTAP	Q13126	1:1	1211	143	1.0	1.0	InParanoid9
YOL093W	TRM10	Q12400	TRMT10A	Q8TBZ6	1:1	1212	143	1.0	1.0	InParanoid9
YMR009W	ADI1	Q03677	ADI1	Q9BV57	1:1	1213	143	1.0	1.0	InParanoid9
YJL194W	CDC6	P09119	CDC6	Q99741	1:1	1214	143	1.0	1.0	InParanoid9
YER074W	RPS24A	P0CX31	RPS24	P62847	m:n	1215	142	1.0	1.0	InParanoid9
YIL069C	RPS24B	P0CX32	RPS24	P62847	m:n	1215	142	1.0	1.0	InParanoid9
YDR244W	PEX5	P35056	PEX5	P50542	m:n	1216	142	1.0	1.0	InParanoid9
YDR244W	PEX5	P35056	PEX5L	Q8IYB4	m:n	1216	142	1.0	0.161	InParanoid9
YBR236C	ABD1	P32783	RNMT	O43148	1:1	1217	142	1.0	1.0	InParanoid9
YPR056W	TFB4	Q12004	GTF2H3	Q13889	1:1	1218	142	1.0	1.0	InParanoid9
YIR026C	YVH1	Q02256	DUSP12	Q9UNI6	1:1	1219	142	1.0	1.0	InParanoid9
YIL159W	BNR1	P40450	DIAPH1	O60610	m:n	1220	141	0.062	0.333	InParanoid9
YIL159W	BNR1	P40450	DIAPH2	O60879	m:n	1220	141	0.062	0.465	InParanoid9
YIL159W	BNR1	P40450	DAAM2	Q86T65	m:n	1220	141	0.062	0.091	InParanoid9
YIL159W	BNR1	P40450	DIAPH3	Q9NSV4	m:n	1220	141	0.062	1.0	InParanoid9
YIL159W	BNR1	P40450	DAAM1	Q9Y4D1	m:n	1220	141	0.062	0.087	InParanoid9
YNL271C	BNI1	P41832	DIAPH1	O60610	m:n	1220	141	1.0	0.333	InParanoid9
YNL271C	BNI1	P41832	DIAPH2	O60879	m:n	1220	141	1.0	0.465	InParanoid9
YNL271C	BNI1	P41832	DAAM2	Q86T65	m:n	1220	141	1.0	0.091	InParanoid9
YNL271C	BNI1	P41832	DIAPH3	Q9NSV4	m:n	1220	141	1.0	1.0	InParanoid9
YNL271C	BNI1	P41832	DAAM1	Q9Y4D1	m:n	1220	141	1.0	0.087	InParanoid9
YPR117W	HOB2	Q06116	BLTP2	Q14667	m:n	1221	141	1.0	1.0	InParanoid9
YLR454W	FMP27	Q06179	BLTP2	Q14667	m:n	1221	141	0.069	1.0	InParanoid9
YOR069W	VPS5	Q92331	SNX2	O60749	m:n	1222	141	1.0	0.497	InParanoid9
YOR069W	VPS5	Q92331	SNX1	Q13596	m:n	1222	141	1.0	1.0	InParanoid9
YGR001C	EFM5	P53200	EEF1AKMT1	Q8WVE0	1:1	1223	141	1.0	1.0	InParanoid9
YHR075C	PPE1	P38796	PPME1	Q9Y570	1:1	1224	141	1.0	1.0	InParanoid9
YDR460W	TFB3	Q03290	MNAT1	P51948	1:1	1225	141	1.0	1.0	InParanoid9
YGR031W	IMO32	P53219	ABHD11	Q8NFV4	1:1	1226	141	1.0	1.0	InParanoid9
YFL044C	OTU1	P43558	YOD1	Q5VVQ6	1:1	1227	141	1.0	1.0	InParanoid9
YNL274C	GOR1	P53839	GRHPR	Q9UBQ7	1:1	1228	141	1.0	1.0	InParanoid9
YKL056C	TMA19	P35691	TPT1	P13693	m:n	1229	140	1.0	1.0	InParanoid9
YKL056C	TMA19	P35691	TPT1P8	Q9HAU6	m:n	1229	140	1.0	0.195	InParanoid9
YNL121C	TOM70	P07213	TOMM70	O94826	m:n	1230	140	1.0	1.0	InParanoid9
YHR117W	TOM71	P38825	TOMM70	O94826	m:n	1230	140	0.406	1.0	InParanoid9
YBL058W	SHP1	P34223	UBXN2B	Q14CS0	m:n	1231	140	1.0	0.299	InParanoid9
YBL058W	SHP1	P34223	NSFL1C	Q9UNZ2	m:n	1231	140	1.0	1.0	InParanoid9
YOR332W	VMA4	P22203	ATP6V1E1	P36543	m:n	1232	140	1.0	1.0	InParanoid9
YOR332W	VMA4	P22203	ATP6V1E2	Q96A05	m:n	1232	140	1.0	0.639	InParanoid9
YJR017C	ESS1	P22696	PIN1	Q13526	1:1	1233	140	1.0	1.0	InParanoid9
YPR040W	TIP41	Q12199	TIPRL	O75663	1:1	1234	140	1.0	1.0	InParanoid9
YGL067W	NPY1	P53164	NUDT12	Q9BQG2	1:1	1235	140	1.0	1.0	InParanoid9
YBR111C	YSA1	Q01976	NUDT5	Q9UKK9	1:1	1236	140	1.0	1.0	InParanoid9
YDL030W	PRP9	P19736	SF3A3	Q12874	1:1	1237	140	1.0	1.0	InParanoid9
YIL023C	YKE4	P40544	SLC39A7	Q92504	m:n	1238	139	1.0	1.0	InParanoid9
YIL023C	YKE4	P40544	SLC39A13	Q96H72	m:n	1238	139	1.0	0.084	InParanoid9
YDL052C	SLC1	P33333	AGPAT2	O15120	m:n	1239	139	1.0	0.248	InParanoid9
YDL052C	SLC1	P33333	AGPAT1	Q99943	m:n	1239	139	1.0	1.0	InParanoid9
YDL075W	RPL31A	P0C2H8	RPL31	P62899	m:n	1240	139	1.0	1.0	InParanoid9
YLR406C	RPL31B	P0C2H9	RPL31	P62899	m:n	1240	139	1.0	1.0	InParanoid9
YER007W	PAC2	P39937	TBCE	Q15813	1:1	1241	139	1.0	1.0	InParanoid9
YOL041C	NOP12	Q08208	RBM34	P42696	1:1	1242	139	1.0	1.0	InParanoid9
YHR122W		P38829	CIAO2B	Q9Y3D0	1:1	1243	139	1.0	1.0	InParanoid9
YDL226C	GCS1	P35197	ARFGAP1	Q8N6T3	1:1	1244	139	1.0	1.0	InParanoid9
YBR060C	ORC2	P32833	ORC2	Q13416	1:1	1245	139	1.0	1.0	InParanoid9
YNL244C	SUI1	P32911	EIF1B	O60739	m:n	1246	138	1.0	1.0	InParanoid9
YNL244C	SUI1	P32911	EIF1	P41567	m:n	1246	138	1.0	0.871	InParanoid9
YKL125W	RRN3	P36070	RRN3P2	A6NIE6	m:n	1247	138	1.0	0.317	InParanoid9
YKL125W	RRN3	P36070	RRN3	Q9NYV6	m:n	1247	138	1.0	1.0	InParanoid9
YBR109C	CMD1	P06787	CALM1	P0DP23	m:n	1248	137	1.0	1.0	InParanoid9
YBR109C	CMD1	P06787	CALM2	P0DP24	m:n	1248	137	1.0	1.0	InParanoid9
YBR109C	CMD1	P06787	CALM3	P0DP25	m:n	1248	137	1.0	1.0	InParanoid9
YBR109C	CMD1	P06787	CALML3	P27482	m:n	1248	137	1.0	0.257	InParanoid9
YJL024C	APS3	P47064	AP3S2	P59780	m:n	1249	137	1.0	0.787	InParanoid9
YJL024C	APS3	P47064	AP3S1	Q92572	m:n	1249	137	1.0	1.0	InParanoid9
YLR118C		Q12354	LYPLA1	O75608	m:n	1250	137	1.0	1.0	InParanoid9
YLR118C		Q12354	LYPLA2	O95372	m:n	1250	137	1.0	0.577	InParanoid9
YOR149C	SMP3	Q04174	PIGZ	Q86VD9	1:1	1251	137	1.0	1.0	InParanoid9
YPL151C	PRP46	Q12417	PLRG1	O43660	1:1	1252	137	1.0	1.0	InParanoid9
YBL084C	CDC27	P38042	CDC27	P30260	1:1	1253	137	1.0	1.0	InParanoid9
YDL119C	HEM25	Q07534	SLC25A38	Q96DW6	1:1	1254	137	1.0	1.0	InParanoid9
YKL040C	NFU1	P32860	NFU1	Q9UMS0	1:1	1255	137	1.0	1.0	InParanoid9
YDR196C	CAB5	Q03941	DCAKD	Q8WVC6	1:1	1256	137	1.0	1.0	InParanoid9
YLR344W	RPL26A	P05743	RPL26	P61254	m:n	1257	136	1.0	1.0	InParanoid9
YLR344W	RPL26A	P05743	RPL26L1	Q9UNX3	m:n	1257	136	1.0	1.0	InParanoid9
YGR034W	RPL26B	P53221	RPL26	P61254	m:n	1257	136	1.0	1.0	InParanoid9
YGR034W	RPL26B	P53221	RPL26L1	Q9UNX3	m:n	1257	136	1.0	1.0	InParanoid9
YNL135C	FPR1	P20081	FKBP1A	P62942	m:n	1258	136	1.0	1.0	InParanoid9
YNL135C	FPR1	P20081	FKBP1B	P68106	m:n	1258	136	1.0	0.685	InParanoid9
YNL135C	FPR1	P20081	FKBP1C	Q5VVH2	m:n	1258	136	1.0	0.888	InParanoid9
YLR207W	HRD3	Q05787	SEL1L2	Q5TEA6	m:n	1259	136	1.0	1.0	InParanoid9
YLR207W	HRD3	Q05787	SEL1L	Q9UBV2	m:n	1259	136	1.0	0.262	InParanoid9
YJL046W	AIM22	P47051	LIPT1	Q9Y234	1:1	1260	136	1.0	1.0	InParanoid9
YDR242W	AMD2	P22580	FAAH	O00519	1:1	1261	136	1.0	1.0	InParanoid9
YNL107W	YAF9	P53930	YEATS4	O95619	1:1	1262	136	1.0	1.0	InParanoid9
YDL135C	RDI1	Q12434	ARHGDIA	P52565	m:n	1263	135	1.0	1.0	InParanoid9
YDL135C	RDI1	Q12434	ARHGDIB	P52566	m:n	1263	135	1.0	0.547	InParanoid9
YDL135C	RDI1	Q12434	ARHGDIG	Q99819	m:n	1263	135	1.0	0.399	InParanoid9
YHR163W	SOL3	P38858	PGLS	O95336	m:n	1264	135	1.0	1.0	InParanoid9
YGR248W	SOL4	P53315	PGLS	O95336	m:n	1264	135	0.335	1.0	InParanoid9
YBL021C	HAP3	P13434	NFYB	P25208	1:1	1265	135	1.0	1.0	InParanoid9
YJR058C	APS2	Q00381	AP2S1	P53680	1:1	1266	135	1.0	1.0	InParanoid9
YDR473C	PRP3	Q03338	PRPF3	O43395	1:1	1267	135	1.0	1.0	InParanoid9
YAL039C	CYC3	P06182	HCCS	P53701	1:1	1268	135	1.0	1.0	InParanoid9
YDR282C	MRX10	Q05648	RMND1	Q9NWS8	1:1	1269	135	1.0	1.0	InParanoid9
YKL007W	CAP1	P28495	CAPZA2	P47755	m:n	1270	134	1.0	1.0	InParanoid9
YKL007W	CAP1	P28495	CAPZA1	P52907	m:n	1270	134	1.0	0.856	InParanoid9
YKL007W	CAP1	P28495	CAPZA3	Q96KX2	m:n	1270	134	1.0	0.135	InParanoid9
YKR035W-A	DID2	P69771	CHMP1B	Q7LBR1	m:n	1271	134	1.0	0.145	InParanoid9
YKR035W-A	DID2	P69771	CHMP1A	Q9HD42	m:n	1271	134	1.0	1.0	InParanoid9
YBR267W	REI1	P38344	ZNF622	Q969S3	m:n	1272	134	0.094	1.0	InParanoid9
YLR387C	REH1	Q06709	ZNF622	Q969S3	m:n	1272	134	1.0	1.0	InParanoid9
YOL141W	PPM2	Q08282	LCMT2	O60294	1:1	1273	134	1.0	1.0	InParanoid9
YLR115W	CFT2	Q12102	CPSF2	Q9P2I0	1:1	1274	134	1.0	1.0	InParanoid9
YDL219W	DTD1	Q07648	DTD1	Q8TEA8	1:1	1275	134	1.0	1.0	InParanoid9
YPR043W	RPL43A	P0CX25	RPL37AP8	A6NKH3	m:n	1276	133	1.0	0.328	InParanoid9
YPR043W	RPL43A	P0CX25	RPL37A	P61513	m:n	1276	133	1.0	1.0	InParanoid9
YJR094W-A	RPL43B	P0CX26	RPL37AP8	A6NKH3	m:n	1276	133	1.0	0.328	InParanoid9
YJR094W-A	RPL43B	P0CX26	RPL37A	P61513	m:n	1276	133	1.0	1.0	InParanoid9
YEL037C	RAD23	P32628	RAD23A	P54725	m:n	1277	133	1.0	1.0	InParanoid9
YEL037C	RAD23	P32628	RAD23B	P54727	m:n	1277	133	1.0	0.397	InParanoid9
YPR094W	RDS3	Q06835	PHF5A	Q7RTV0	1:1	1278	133	1.0	1.0	InParanoid9
YHR176W	FMO1	P38866	FMO6P	O60774	m:n	1279	132	1.0	1.0	InParanoid9
YHR176W	FMO1	P38866	FMO4	P31512	m:n	1279	132	1.0	0.455	InParanoid9
YHR176W	FMO1	P38866	FMO3	P31513	m:n	1279	132	1.0	0.701	InParanoid9
YHR176W	FMO1	P38866	FMO5	P49326	m:n	1279	132	1.0	0.436	InParanoid9
YHR176W	FMO1	P38866	FMO1	Q01740	m:n	1279	132	1.0	0.498	InParanoid9
YHR176W	FMO1	P38866	FMO2	Q99518	m:n	1279	132	1.0	0.527	InParanoid9
YDR371W	CTS2	Q06350	CHI3L1	P36222	m:n	1280	132	1.0	0.302	InParanoid9
YDR371W	CTS2	Q06350	OVGP1	Q12889	m:n	1280	132	1.0	0.305	InParanoid9
YDR371W	CTS2	Q06350	CHIT1	Q13231	m:n	1280	132	1.0	0.453	InParanoid9
YDR371W	CTS2	Q06350	CHI3L2	Q15782	m:n	1280	132	1.0	0.305	InParanoid9
YDR371W	CTS2	Q06350	CHIA	Q9BZP6	m:n	1280	132	1.0	1.0	InParanoid9
YLR025W	SNF7	P39929	CHMP4BP1	P59074	m:n	1281	132	1.0	0.554	InParanoid9
YLR025W	SNF7	P39929	CHMP4C	Q96CF2	m:n	1281	132	1.0	0.497	InParanoid9
YLR025W	SNF7	P39929	CHMP4A	Q9BY43	m:n	1281	132	1.0	1.0	InParanoid9
YLR025W	SNF7	P39929	CHMP4B	Q9H444	m:n	1281	132	1.0	1.0	InParanoid9
YBR177C	EHT1	P38295	ABHD3	Q8WU67	m:n	1282	132	0.093	0.328	InParanoid9
YBR177C	EHT1	P38295	ABHD1	Q96SE0	m:n	1282	132	0.093	1.0	InParanoid9
YPL095C	EEB1	Q02891	ABHD3	Q8WU67	m:n	1282	132	0.094	0.328	InParanoid9
YPL095C	EEB1	Q02891	ABHD1	Q96SE0	m:n	1282	132	0.094	1.0	InParanoid9
YMR210W	MGL2	Q03649	ABHD3	Q8WU67	m:n	1282	132	1.0	0.328	InParanoid9
YMR210W	MGL2	Q03649	ABHD1	Q96SE0	m:n	1282	132	1.0	1.0	InParanoid9
YDL087C	LUC7	Q07508	LUC7L	Q9NQ29	m:n	1283	132	1.0	1.0	InParanoid9
YDL087C	LUC7	Q07508	LUC7L2	Q9Y383	m:n	1283	132	1.0	0.687	InParanoid9
YOL080C	REX4	Q08237	AEN	Q8WTP8	m:n	1284	132	1.0	1.0	InParanoid9
YOL080C	REX4	Q08237	ISG20L2	Q9H9L3	m:n	1284	132	1.0	0.179	InParanoid9
YCR027C	RHB1	P25378	RHEB	Q15382	m:n	1285	132	1.0	1.0	InParanoid9
YCR027C	RHB1	P25378	RHEBL1	Q8TAI7	m:n	1285	132	1.0	0.3	InParanoid9
YLR448W	RPL6B	P05739	RPL6	Q02878	m:n	1286	132	0.739	1.0	InParanoid9
YML073C	RPL6A	Q02326	RPL6	Q02878	m:n	1286	132	1.0	1.0	InParanoid9
YGL241W	KAP114	P53067	IPO9	Q96P70	1:1	1287	132	1.0	1.0	InParanoid9
YBR103W	SIF2	P38262	TBL1X	O60907	m:n	1288	131	1.0	0.808	InParanoid9
YBR103W	SIF2	P38262	TBL1Y	Q9BQ87	m:n	1288	131	1.0	0.828	InParanoid9
YBR103W	SIF2	P38262	TBL1XR1	Q9BZK7	m:n	1288	131	1.0	1.0	InParanoid9
YGL031C	RPL24A	P04449	RPL24	P83731	m:n	1289	131	1.0	1.0	InParanoid9
YGR148C	RPL24B	P24000	RPL24	P83731	m:n	1289	131	1.0	1.0	InParanoid9
YOL139C	CDC33	P07260	EIF4E1B	A6NMX2	m:n	1290	130	1.0	0.526	InParanoid9
YOL139C	CDC33	P07260	EIF4E	P06730	m:n	1290	130	1.0	1.0	InParanoid9
YOR130C	ORT1	Q12375	SLC25A2	Q9BXI2	m:n	1291	130	1.0	1.0	InParanoid9
YOR130C	ORT1	Q12375	SLC25A15	Q9Y619	m:n	1291	130	1.0	0.856	InParanoid9
YDR330W	UBX5	Q06682	UBXN7	O94888	1:1	1292	130	1.0	1.0	InParanoid9
YEL062W	NPR2	P39923	NPRL2	Q8WTW4	1:1	1293	130	1.0	1.0	InParanoid9
YHR181W	SVP26	P38869	TEX261	Q6UWH6	1:1	1294	130	1.0	1.0	InParanoid9
YCL045C	EMC1	P25574	EMC1	Q8N766	1:1	1295	130	1.0	1.0	InParanoid9
YOR375C	GDH1	P07262	GLUD1	P00367	m:n	1296	129	0.873	1.0	InParanoid9
YOR375C	GDH1	P07262	GLUD2	P49448	m:n	1296	129	0.873	1.0	InParanoid9
YAL062W	GDH3	P39708	GLUD1	P00367	m:n	1296	129	1.0	1.0	InParanoid9
YAL062W	GDH3	P39708	GLUD2	P49448	m:n	1296	129	1.0	1.0	InParanoid9
YPR023C	EAF3	Q12432	MORF4L2	Q15014	m:n	1297	129	1.0	0.433	InParanoid9
YPR023C	EAF3	Q12432	MORF4L1	Q9UBU8	m:n	1297	129	1.0	1.0	InParanoid9
YLR185W	RPL37A	P49166	RPL37	P61927	m:n	1298	129	1.0	1.0	InParanoid9
YDR500C	RPL37B	P51402	RPL37	P61927	m:n	1298	129	0.823	1.0	InParanoid9
YLR166C	SEC10	Q06245	EXOC5	O00471	1:1	1299	129	1.0	1.0	InParanoid9
YDL104C	QRI7	P43122	OSGEPL1	Q9H4B0	1:1	1300	129	1.0	1.0	InParanoid9
YML012W	ERV25	P54837	TMED10	P49755	1:1	1301	129	1.0	1.0	InParanoid9
YKL207W	EMC3	P36039	EMC3	Q9P0I2	1:1	1302	129	1.0	1.0	InParanoid9
YGR220C	MRPL9	P31334	MRPL3	P09001	1:1	1303	129	1.0	1.0	InParanoid9
YGL221C	NIF3	P53081	NIF3L1	Q9GZT8	1:1	1304	129	1.0	1.0	InParanoid9
YCR044C	PER1	P25625	PGAP3	Q96FM1	1:1	1305	129	1.0	1.0	InParanoid9
YNL223W	ATG4	P53867	ATG4D	Q86TL0	m:n	1306	128	1.0	0.092	InParanoid9
YNL223W	ATG4	P53867	ATG4A	Q8WYN0	m:n	1306	128	1.0	0.449	InParanoid9
YNL223W	ATG4	P53867	ATG4C	Q96DT6	m:n	1306	128	1.0	0.052	InParanoid9
YNL223W	ATG4	P53867	ATG4B	Q9Y4P1	m:n	1306	128	1.0	1.0	InParanoid9
YDL191W	RPL35A	P0CX84	RPL35	P42766	m:n	1307	128	1.0	1.0	InParanoid9
YDL136W	RPL35B	P0CX85	RPL35	P42766	m:n	1307	128	1.0	1.0	InParanoid9
YNL025C	SSN8	P47821	CCNC	P24863	1:1	1308	128	1.0	1.0	InParanoid9
YGL030W	RPL30	P14120	RPL30	P62888	1:1	1309	128	1.0	1.0	InParanoid9
YER019W	ISC1	P40015	SMPD2	O60906	1:1	1310	128	1.0	1.0	InParanoid9
YJR069C	HAM1	P47119	ITPA	Q9BY32	1:1	1311	128	1.0	1.0	InParanoid9
YER069W	ARG5,6	Q01217	NAGS	Q8N159	1:1	1312	128	1.0	1.0	InParanoid9
YKL156W	RPS27A	P35997	RPS27	P42677	m:n	1313	127	0.977	1.0	InParanoid9
YKL156W	RPS27A	P35997	RPS27L	Q71UM5	m:n	1313	127	0.977	0.889	InParanoid9
YHR021C	RPS27B	P38711	RPS27	P42677	m:n	1313	127	1.0	1.0	InParanoid9
YHR021C	RPS27B	P38711	RPS27L	Q71UM5	m:n	1313	127	1.0	0.889	InParanoid9
YKR051W	HFL1	P36142	TMEM184A	Q6ZMB5	m:n	1314	127	1.0	0.071	InParanoid9
YKR051W	HFL1	P36142	TMEM184C	Q9NVA4	m:n	1314	127	1.0	1.0	InParanoid9
YKR051W	HFL1	P36142	TMEM184B	Q9Y519	m:n	1314	127	1.0	0.076	InParanoid9
YHR210C		P38893	GALM	Q96C23	m:n	1315	127	1.0	1.0	InParanoid9
YNR071C		P53757	GALM	Q96C23	m:n	1315	127	0.673	1.0	InParanoid9
YER122C	GLO3	P38682	ARFGAP2	Q8N6H7	m:n	1316	127	1.0	1.0	InParanoid9
YER122C	GLO3	P38682	ARFGAP3	Q9NP61	m:n	1316	127	1.0	0.433	InParanoid9
YML038C	YMD8	Q03697	SLC35H1	Q9NQQ7	1:1	1317	127	1.0	1.0	InParanoid9
YOR038C	HIR2	P32480	HIRA	P54198	1:1	1318	127	1.0	1.0	InParanoid9
Q0085	ATP6	P00854	MT-ATP6	P00846	1:1	1319	127	1.0	1.0	InParanoid9
YPR137W	RRP9	Q06506	RRP9	O43818	1:1	1320	127	1.0	1.0	InParanoid9
YGR078C	PAC10	P48363	VBP1	P61758	1:1	1321	127	1.0	1.0	InParanoid9
YPR187W	RPO26	P20435	POLR2F	P61218	1:1	1322	127	1.0	1.0	InParanoid9
YPL001W	HAT1	Q12341	HAT1	O14929	1:1	1323	126	1.0	1.0	InParanoid9
YJR025C	BNA1	P47096	HAAO	P46952	1:1	1324	126	1.0	1.0	InParanoid9
YKL026C	GPX1	P36014	GPX4	P36969	m:n	1325	125	0.286	1.0	InParanoid9
YBR244W	GPX2	P38143	GPX4	P36969	m:n	1325	125	1.0	1.0	InParanoid9
YIR037W	HYR1	P40581	GPX4	P36969	m:n	1325	125	0.641	1.0	InParanoid9
YDR214W	AHA1	Q12449	AHSA1	O95433	m:n	1326	125	1.0	1.0	InParanoid9
YDR214W	AHA1	Q12449	AHSA2P	Q719I0	m:n	1326	125	1.0	0.219	InParanoid9
YOR336W	KRE5	P22023	UGGT2	Q9NYU1	m:n	1327	125	1.0	0.527	InParanoid9
YOR336W	KRE5	P22023	UGGT1	Q9NYU2	m:n	1327	125	1.0	1.0	InParanoid9
YLR275W	SMD2	Q06217	SNRPD2	P62316	1:1	1328	125	1.0	1.0	InParanoid9
YDL206W		Q12424	SLC8B1	Q6J4K2	1:1	1329	125	1.0	1.0	InParanoid9
YDR049W	VMS1	Q04311	ANKZF1	Q9H8Y5	1:1	1330	125	1.0	1.0	InParanoid9
YMR132C	JLP2	P40206	CCDC25	Q86WR0	1:1	1331	125	1.0	1.0	InParanoid9
YDR519W	FPR2	P32472	FKBP2	P26885	1:1	1332	125	1.0	1.0	InParanoid9
YBL057C	PTH2	P34222	PTRH2	Q9Y3E5	1:1	1333	125	1.0	1.0	InParanoid9
YPR162C	ORC4	P54791	ORC4	O43929	1:1	1334	125	1.0	1.0	InParanoid9
YGR096W	TPC1	P53257	SLC25A19	Q9HC21	1:1	1335	125	1.0	1.0	InParanoid9
YGR029W	ERV1	P27882	GFER	P55789	1:1	1336	125	1.0	1.0	InParanoid9
YDL230W	PTP1	P25044	PTPN2	P17706	m:n	1337	124	1.0	1.0	InParanoid9
YDL230W	PTP1	P25044	PTPN1	P18031	m:n	1337	124	1.0	0.464	InParanoid9
YDL230W	PTP1	P25044	PTPN20	Q4JDL3	m:n	1337	124	1.0	0.055	InParanoid9
YJR010W	MET3	P08536	PAPSS1	O43252	m:n	1338	124	1.0	0.781	InParanoid9
