systematic	common	uniprot	seq_len
YBR014C	GRX7	P38068	203
YER128W	VFA1	P40080	203
YJL004C	SYS1	P41544	203
YJR118C	ILM1	P47155	203
YDR041W	RSM10	Q03201	203
YDL072C	YET3	Q07451	203
YAR066W	YAR066W	P0CX18	203
YHR214W	YHR214W	P0CX19	203
YGR160W	YGR160W	P53288	203
YLR036C	YLR036C	Q07986	203
YNL203C	YNL203C	P40163	203
YEL075W-A	YEL075W-A	P89888	203
YJR102C	VPS25	P47142	202
YGL047W	ALG13	P53178	202
YKL001C	MET14	Q02196	202
YDL135C	RDI1	Q12434	202
YFR012W	DCV1	P43595	202
YOL114C	YOL114C	Q12322	202
YLR462W	YLR462W	O13556	202
YMR263W	SAP30	P38429	201
YDR002W	YRB1	P41920	201
YJR112W	NNF1	P47149	201
YLR145W	RMP1	Q12530	201
YBR278W	DPB3	P27344	201
YMR073C	IRC21	Q04772	201
YML079W	YML079W	Q03629	201
YLR179C	YLR179C	Q06252	201
YKL030W	YKL030W	P36099	201
YDR537C	YDR537C	P87261	201
YOL029C	YOL029C	Q08187	201
YBL072C	RPS8A	P0CX39	200
YER102W	RPS8B	P0CX40	200
YKL196C	YKT6	P36015	200
YFR042W	KEG1	P43614	200
YPL239W	YAR1	P46683	200
YLR073C	RFU1	Q08003	200
YOR367W	SCP1	Q08873	200
YPR172W	YPR172W	Q06608	200
YEL034C-A	YEL034C-A	Q02217	200
YDR042C	YDR042C	Q03205	200
YNL079C	TPM1	P17536	199
YIL133C	RPL16A	P26784	199
YBR264C	YPT10	P38146	199
YLR009W	RLP24	Q07915	199
YDR084C	TVP23	P38962	199
YMR142C	RPL13B	P40212	199
YGR078C	PAC10	P48363	199
YNL214W	PEX17	P40155	199
YDL082W	RPL13A	Q12690	199
YNL208W	YNL208W	P40159	199
YIL164C	NIT1	P40447	199
YBR089W	YBR089W	P38252	199
YIR017W-A	YIR017W-A	Q03885	199
YER012W	PRE1	P22141	198
YNL069C	RPL16B	P26785	198
YKL141W	SDH3	P33421	198
YDR478W	SNM1	P40993	198
YNL158W	PGA1	P53896	198
YPL051W	ARL3	Q02804	198
YHR153C	SPO16	P17122	198
YJR014W	TMA22	P47089	198
YDR032C	PST2	Q12335	198
YAL008W	FUN14	P18411	198
YGR268C	HUA1	P40325	198
YMR003W	AIM34	Q03673	198
YJL217W	REE1	P40893	198
YPL067C	YPL067C	Q02754	198
YMR184W	ADD37	Q03233	198
YAR062W	YAR062W	P0CI66	198
YHR213W	YHR213W	P0CI67	198
YPL081W	RPS9A	O13516	197
YJR069C	HAM1	P47119	197
YDL166C	FAP7	Q12055	197
YKR065C	PAM17	P36147	197
YIL157C	COA1	P40452	197
YGL247W	BRR6	P53062	197
YNL056W	OCA2	P53949	197
YLR356W	ATG33	Q06485	197
YLR251W	SYM1	Q06563	197
YMR295C	YMR295C	Q03559	197
YHL019W-A	YHL019W-A	A0A023PXL1	197
YML028W	TSA1	P34760	196
YER029C	SMB1	P40018	196
YJL030W	MAD2	P40958	196
YGR251W	NOP19	P53317	196
YDR453C	TSA2	Q04120	196
YDR121W	DPB4	Q04603	196
YPR037C	ERV2	Q12284	196
YDR022C	ATG31	Q12421	196
YBL107C	MIX23	P38162	196
YDR066C	RTR2	Q12378	196
YMR118C	SHH3	Q04487	196
YJL218W	YJL218W	P40892	196
YBR189W	RPS9B	P05755	195
YNL282W	POP3	P53833	195
YPR131C	NAT3	Q06504	195
YKR085C	MRPL20	P22354	195
YIR032C	DAL3	P32459	195
YFR017C	IGD1	P43598	195
YEL067C	YEL067C	P39978	195
YJL024C	APS3	P47064	194
YDR328C	SKP1	P52286	194
YGL068W	MNP1	P53163	194
YOL146W	PSF3	Q12146	194
YDL098C	SNU23	Q12368	194
YKR068C	BET3	P36149	193
YLR292C	SEC72	P39742	193
YCL026C-A	FRM2	P37261	193
YDR248C	YDR248C	Q03786	193
YBL059W	YBL059W	P34224	193
YPL257W	YPL257W	Q08974	193
YDL151C	BUD30	Q12064	193
YCL026C-B	HBN1	Q96VH4	193
YKL202W	YKL202W	P36042	193
YNL090W	RHO2	P06781	192
YOR297C	TIM18	Q08749	192
YER148W-A	YER148W-A	A0A023PXK2	192
YFR054C	YFR054C	P43622	192
YGL165C	YGL165C	P53106	192
YDL165W	CDC36	P06100	191
YLR229C	CDC42	P19073	191
YLR011W	LOT6	Q07923	191
YDR253C	MET32	Q12041	191
YGL147C	RPL9A	P05738	191
YNL067W	RPL9B	P51401	191
YDR071C	PAA1	Q12447	191
YMR138W	CIN4	P39110	191
YER190C-A	YER190C-A	P0CL27	191
YGR296C-A	YGR296C-A	P0CL28	191
YML133W-A	YML133W-A	P0CL29	191
YNL339W-A	YNL339W-A	P0CL30	191
YPL283W-A	YPL283W-A	P0CL31	191
YER115C	SPR6	Q01684	191
YDR413C	YDR413C	P87266	191
YPL218W	SAR1	P20606	190
YCR086W	CSM1	P25651	190
YOR096W	RPS7A	P26786	190
YMR150C	IMP1	P28627	190
YNL096C	RPS7B	P48164	190
YDR373W	FRQ1	Q06389	190
YGL231C	EMC4	P53073	190
YHR189W	PTH1	P38876	190
YGR016W	YGR016W	P53209	190
YDR136C	VPS61	Q03913	190
YNL174W	YNL174W	P53884	190
YBR084C-A	RPL19A	P0CX82	189
YBL027W	RPL19B	P0CX83	189
YGR029W	ERV1	P27882	189
YIL024C	ATG45	P40543	189
YDR339C	FCF1	Q05498	189
YHR175W	CTR2	P38865	189
YPL010W	RET3	P53600	189
YLR254C	NDL1	Q06568	189
YAL019W-A	YAL019W-A	A0A023PXA5	189
YNL140C	YNL140C	P53910	189
YDL200C	MGT1	P26188	188
YBR106W	PHO88	P38264	188
YLR306W	UBC12	P52491	188
YMR255W	GFD1	Q04839	188
YOR163W	DDP1	Q99321	188
YCL001W	RER1	P25560	188
YLR445W	GMC2	Q06201	188
YOR179C	SYC1	Q08553	188
YER152W-A	YER152W-A	A0A023PZC7	188
YDR454C	GUK1	P15454	187
YER112W	LSM4	P40070	187
YIR017C	MET28	P40573	187
YML022W	APT1	P49435	187
YHR121W	LSM12	P38828	187
YPL021W	ECM23	Q02710	187
YGR049W	SCM4	P32564	187
YDR512C	EMI1	Q04406	187
YPR197C	YPR197C	A0A023PXI5	187
YDR401W	YDR401W	O13523	187
YLR358C	YLR358C	O13565	187
YPR142C	YPR142C	O13570	187
YOL120C	RPL18A	P0CX49	186
YNL301C	RPL18B	P0CX50	186
YBR217W	ATG12	P38316	186
YNR024W	MPP6	P53725	186
YLR031W	YLR031W	Q07978	186
YPR067W	ISA2	Q12425	185
YHR100C	GEP4	P38812	185
YOR148C	SPP2	Q02521	185
YDL053C	PBP4	Q07362	185
YER034W	YER034W	P40022	185
YER066W	RRT13	P40042	185
YOR331C	YOR331C	Q08786	185
YOR215C	AIM41	Q12032	185
YPL025C	YPL025C	Q02659	185
YKL180W	RPL17A	P05740	184
YHR081W	LRP1	P38801	184
YJL177W	RPL17B	P46990	184
YGL018C	JAC1	P53193	184
YKR007W	MEH1	Q02205	184
YKL186C	MTR2	P34232	184
YER042W	MXR1	P40029	184
YOL129W	VPS68	Q12016	184
YLR066W	SPC3	Q12133	184
YCR003W	MRPL32	P25348	183
YGR133W	PEX4	P29340	183
YHR148W	IMP3	P32899	183
YGR082W	TOM20	P35180	183
YBR164C	ARL1	P38116	183
YOR094W	ARF3	P40994	183
YMR072W	ABF2	Q02486	183
YGR102C	GTF1	P53260	183
YKR045C	YKR045C	P36138	183
YER087C-A	YER087C-A	A0A023PYE9	183
YLR463C	YLR463C	O13557	183
YLR339C	YLR339C	O94085	183
YDL221W	YDL221W	Q07649	183
YML078W	CPR3	P25719	182
YPL099C	INA17	Q02888	182
YHR157W	REC104	P33323	182
YCR101C	YCR101C	P25607	182
YCR090C	YCR090C	P25654	182
YHR093W	AHT1	P29589	182
YPL044C	YPL044C	O13520	182
YDL192W	ARF1	P11076	181
YDL137W	ARF2	P19146	181
YDR178W	SDH4	P37298	181
YIL009C-A	EST3	Q03096	181
YML036W	CGI121	Q03705	181
YPL211W	NIP7	Q08962	181
YPR046W	MCM16	Q12262	181
YER007C-A	TMA20	P89886	181
R0030W	RAF1	Q06891	181
YLR065C	ENV10	Q99382	181
YDR441C	APT2	P36973	181
YHR060W	VMA22	P38784	181
YGL242C	YGL242C	P53066	181
YNL109W	YNL109W	P53928	181
YKL069W	YKL069W	P36088	180
YPR028W	YOP1	Q12402	180
YBL006C	LDB7	P38210	180
YAL055W	PEX22	P39718	180
YBR062C	YBR062C	P38239	180
YJL161W	FMP33	P46998	180
YMR009W	ADI1	Q03677	179
YDR185C	UPS3	Q04006	179
YLR021W	IRC25	Q07951	179
YNL245C	CWC25	P53854	179
YAR023C	DFP1	D6VPM8	179
YBR137W	YBR137W	P38276	179
YDR540C	IRC4	Q03036	179
YLL049W	LDB18	Q07887	179
YLR370C	ARC18	Q05933	178
YML055W	SPC2	Q04969	178
YER134C	YER134C	P40081	178
YOR252W	TMA16	Q08687	178
YGL235W	YGL235W	P53071	178
YMR042W	ARG80	P07249	177
YOL067C	RTG1	P32607	177
YBR122C	MRPL36	P36531	177
YMR035W	IMP2	P46972	177
YJR025C	BNA1	P47096	177
YPL038W	MET31	Q03081	177
YBL090W	MRP21	P38175	177
YBR022W	POA1	P38218	177
YML011C	RAD33	Q04231	177
YEL018C-A	YEL018C-A	A0A023PYD9	177
YMR135W-A	YMR135W-A	Q6B0X1	177
YLR448W	RPL6B	P05739	176
YLR109W	AHP1	P38013	176
YNL044W	YIP3	P53633	176
YML073C	RPL6A	Q02326	176
YPR051W	MAK3	Q03503	176
YOR253W	NAT5	Q08689	176
YCR040W	MATALPHA1	P0CY06	175
YKL190W	CNB1	P25296	175
YBR254C	TRS20	P38334	175
YLR193C	UPS1	Q05776	175
YJL122W	ALB1	P47019	175
YGL222C	EDC1	P53080	175
YDR469W	SDC1	Q03323	175
YDR163W	CWC15	Q03772	175
YPR101W	SNT309	Q06091	175
YBL091C-A	SCS22	Q6Q595	175
YCL066W	HMLALPHA1	P0CY07	175
YBR047W	FMP23	P38231	175
YBR116C	YBR116C	P38268	175
YFL067W	YFL067W	P43537	175
YGL262W	YGL262W	P53054	175
YOR097C	YOR097C	Q12274	175
YPR102C	RPL11A	P0C0W9	174
YKL016C	ATP7	P30902	174
YHR193C	EGD2	P38879	174
YNL310C	ZIM17	P42844	174
YDL120W	YFH1	Q07540	174
YGR085C	RPL11B	Q3E757	174
YGL010W	MPO1	P25338	174
YGR131W	FHN1	P53279	174
YFL064C	YFL064C	P43540	174
YGR273C	YGR273C	P53329	174
YAL033W	POP5	P28005	173
YPR149W	NCE102	Q12207	173
YDL046W	NPC2	Q12408	173
YHR152W	SPO12	P17123	173
YNL133C	FYV6	P53913	173
YPL148C	PPT2	Q12036	173
YPR150W	YPR150W	O13572	173
YKL131W	YKL131W	P36067	173
YER085C	YER085C	P40058	173
YGL058W	RAD6	P06104	172
YJL124C	LSM1	P47017	172
YPL252C	YAH1	Q12184	172
YMR242C	RPL20A	P0CX23	172
YJR097W	JJJ3	P47138	172
YOR312C	RPL20B	P0CX24	172
YNL046W	YNL046W	P53956	172
YDR187C	YDR187C	A0A023PYD7	172
YOL024W	YOL024W	Q08172	172
YDR404C	RPB7	P34087	171
YKL013C	ARC19	P33204	171
YBR224W	YBR224W	P38320	171
YOL159C	CSS3	Q08300	171
YCL022C	YCL022C	P25562	171
YCR087W	YCR087W	P25652	171
YJR017C	ESS1	P22696	170
YAL044C	GCV3	P39726	170
YFR011C	MIC19	P43594	170
YDR260C	SWM1	Q12379	170
YHL043W	ECM34	P38728	170
YJL175W	YJL175W	P46991	170
YDL177C	YDL177C	Q12257	170
YER084W-A	YER084W-A	A0A023PZG0	170
YPR136C	YPR136C	O13569	170
YDR073W	SNF11	P38956	169
YOL143C	RIB4	P50861	169
YCR046C	IMG1	P25626	169
YOL163W	YOL163W	P0CF20	169
YFR026C	ULI1	P43604	169
YKL153W	YKL153W	P36058	169
YKL070W	YKL070W	P36087	169
YJR115W	YJR115W	P47152	169
YDL094C	YDL094C	Q07509	169
YNL157W	IGO1	P53897	168
YLR008C	PAM18	Q07914	168
YCL033C	MXR2	P25566	168
YLR164W	SHH4	Q06236	168
YPL108W	YPL108W	Q02872	168
YPL223C	GRE1	Q08969	168
YLR349W	YLR349W	O94086	168
YLL059C	YLL059C	Q12336	168
YML098W	TAF13	P11747	167
YIR022W	SEC11	P15367	167
YKL122C	SRP21	P32342	167
YKL056C	TMA19	P35691	167
YKL026C	GPX1	P36014	167
YDL235C	YPD1	Q07688	167
YLL042C	ATG10	Q07879	167
YJL065C	DLS1	P40366	167
YMR071C	TVP18	Q04767	167
YKL063C	YKL063C	P35725	167
YKR040C	YKR040C	P36133	167
YLR074C	BUD20	Q08004	166
YEL044W	IES6	P32617	166
YDR396W	YDR396W	O13522	166
YEL035C	UTR5	P32630	166
YER066C-A	YER066C-A	P87263	166
YDR535C	YDR535C	Q04434	166
YEL054C	RPL12A	P0CX53	165
YDR418W	RPL12B	P0CX54	165
YMR022W	UBC7	Q02159	165
YPL135W	ISU1	Q03020	165
YDR201W	SPC19	Q03954	165
YDL008W	APC11	Q12157	165
YPL187W	MF(ALPHA)1	P01149	165
YGL259W	YPS5	P53057	165
YBR300C	YBR300C	P38362	165
YPL034W	YPL034W	Q03083	165
YPL234C	VMA11	P32842	164
YKR020W	VPS51	P36116	164
YIL057C	RGI2	P40188	164
YJR055W	HIT1	P46973	164
YOR394W	PAU21	P0CE86	164
YPL282C	PAU22	P0CE87	164
YCL041C	YCL041C	P25571	164
YHR095W	YHR095W	P38808	164
YFL015C	YFL015C	P43578	164
YIR037W	HYR1	P40581	163
YML094W	GIM5	Q04493	163
YPR188C	MLC2	Q06580	163
YOR150W	MRPL23	Q12487	163
YGR031C-A	NAG1	Q8TGN9	163
YOL099C	YOL099C	Q08240	163
YHR180W	YHR180W	P38868	163
YDR491C	YDR491C	Q03418	163
YDR155C	CPR1	P14832	162
YBR244W	GPX2	P38143	162
YBR077C	SLM4	P38247	162
YNL260C	LTO1	P53846	162
YOL071W	SDH5	Q08230	162
YOR357C	SNX3	Q08826	162
YBR120C	CBP6	P07253	162
YDR014W-A	HED1	Q03937	162
YDR179C	CSN9	Q03981	162
YHL002C-A	YHL002C-A	A0A023PYG1	162
YOR257W	CDC31	P06704	161
YOR276W	CAF20	P12962	161
YEL066W	HPA3	P39979	161
YIL138C	TPM2	P40414	161
YJL011C	RPC17	P47076	161
YER067W	RGI1	P40043	161
YPR073C	LTP1	P40347	161
YJL096W	MRPL49	P40858	161
YLR042C	YLR042C	Q07990	161
YLR050C	EMA19	Q12155	161
YGL214W	YGL214W	P53087	161
YPR098C	YPR098C	Q06089	161
YDR024W	FYV1	Q99341	161
YHR214W-A	YHR214W-A	O13534	161
YAR068W	YAR068W	P39564	161
YPL073C	YPL073C	P40323	161
YNL120C	YNL120C	P53922	161
YEL027W	VMA3	P25515	160
YBR191W	RPL21A	Q02753	160
YLR010C	TEN1	Q07921	160
YDL004W	ATP16	Q12165	160
YMR040W	YET2	Q04210	160
YPL079W	RPL21B	Q12672	160
YHL050W-A	YHL050W-A	P0C5B8	160
YHR219C-A	YHR219C-A	P0CL34	160
YML133W-B	YML133W-B	P0CL35	160
YNL339W-B	YNL339W-B	P0CL36	160
YLR466C-A	YLR466C-A	P0CL38	160
YLR467C-A	YLR467C-A	P0CL39	160
YOR396C-A	YOR396C-A	P0CL40	160
YIL177W-A	YIL177W-A	P0CL41	160
YJL225W-A	YJL225W-A	P0CL42	160
YFL068W	YFL068W	P0CX99	160
YBR113W	YBR113W	P38267	160
YFL051C	YFL051C	P43552	160
YBL113W-A	YBL113W-A	Q8TGK5	160
YER190C-B	YER190C-B	P0CX94	160
YEL077W-A	YEL077W-A	P0CX95	160
YGR296C-B	YGR296C-B	P0CX96	160
YPL283W-B	YPL283W-B	P0CX97	160
YPR204C-A	YPR204C-A	P0CX98	160
YLL066W-A	YLL066W-A	P0CY00	160
YLL067W-A	YLL067W-A	P0CY01	160
YIL016W	SNL1	P40548	159
YML077W	BET5	Q03630	159
YML030W	RCF1	Q03713	159
YFL017C	GNA1	P43577	159
YDR545C-A	YDR545C-A	P0CL37	159
YHR126C	ANS1	P38832	159
YDL172C	YDL172C	Q12135	159
YJL143W	TIM17	P39515	158
YGR030C	POP6	P53218	158
YDL125C	HNT1	Q04344	158
YPR062W	FCY1	Q12178	158
YNL185C	MRPL19	P53875	158
YIL071W-A	YIL071W-A	A0A023PZF3	158
YNL089C	YNL089C	P53936	158
YML009W-B	YML009W-B	Q6B0Y1	158
YJR047C	ANB1	P19211	157
YEL034W	HYP2	P23301	157
YDL064W	UBC9	P50623	157
YGR275W	RTT102	P53330	157
YPL037C	EGD1	Q02642	157
YMR236W	TAF9	Q05027	157
YPR168W	NUT2	Q06213	157
YGR076C	MRPL25	P23369	157
YCR063W	BUD31	P25337	157
YOR044W	IRC23	Q08416	157
YIL087C	AIM19	P40502	157
YHR182C-A	YHR182C-A	A0A023PZI9	157
YAR075W	YAR075W	O42831	157
YCR006C	YCR006C	P25350	157
YLR400W	YLR400W	Q06051	157
YOR325W	YOR325W	Q12261	157
YLR421C	RPN13	O13563	156
YDR025W	RPS11A	P0CX47	156
YBR048W	RPS11B	P0CX48	156
YDL208W	NHP2	P32495	156
YLR170C	APS1	P35181	156
YPR193C	HPA2	Q06592	156
YPL200W	CSM4	Q08955	156
YOR339C	UBC11	P52492	156
YOR226C	ISU2	Q12056	156
YMR002W	MIX17	Q03667	156
YPL071C	YPL071C	Q02864	156
YOR013W	IRC11	Q12479	156
YGL199C	YGL199C	P53092	156
YDR526C	YDR526C	P87274	156
YGL187C	COX4	P04037	155
YGL031C	RPL24A	P04449	155
YPR187W	RPO26	P20435	155
YIL065C	FIS1	P40515	155
YFR003C	YPI1	P43587	155
YGR148C	RPL24B	P24000	155
YIL098C	FMC1	P40491	155
YMR158W	MRPS8	Q03799	155
YLR281C	YLR281C	Q05863	155
YKR074W	AIM29	P36154	155
YMR008C-A	YMR008C-A	A0A8D9PCQ4	155
YCR099C	YCR099C	P25657	155
YJR104C	SOD1	P00445	154
YIL062C	ARC15	P40518	154
YGL041W-A	YGL041W-A	P0C5N3	154
YGL069C	YGL069C	P53162	154
YMR181C	YMR181C	Q03231	154
YOR169C	YOR169C	Q08540	154
YNL052W	COX5A	P00424	153
YKL067W	YNK1	P36010	153
YMR260C	TIF11	P38912	153
YDR092W	UBC13	P52490	153
YER030W	CHZ1	P40019	153
YNR036C	MRPS12	P53732	153
YNL281W	HCH1	P53834	153
YNL255C	GIS2	P53849	153
YLR315W	NKP2	Q06162	153
YOR382W	FIT2	Q08906	153
YCR087C-A	YCR087C-A	P37263	153
YER014C-A	BUD25	P85052	153
YHL030W-A	YHL030W-A	A0A023PZD5	153
YHL034W-A	YHL034W-A	A0A023PZH9	153
YHR217C	YHR217C	P38898	153
YEL028W	YEL028W	P39989	153
YGR293C	YGR293C	P53342	153
YCL001W-A	YCL001W-A	P87012	153
YLR167W	RPS31	P05759	152
YNL131W	TOM22	P49334	152
YEL048C	TCA17	P32613	152
YCL058C	FYV5	P25585	152
YPL170W	DAP1	Q12091	152
YLL053C	YLL053C	P0CD98	152
YFL057C	YFL057C	P43546	152
YOR298C-A	MBF1	O14467	151
YDR064W	RPS13	P05756	151
YIL111W	COX5B	P00425	151
YOL108C	INO4	P13902	151
YHR116W	COX23	P38824	151
YLR068W	FYV7	Q12247	151
YHR021W-A	ECM12	O13529	151
YFL063W	YFL063W	P43541	151
YFR057W	YFR057W	P43625	151
YPR053C	YPR053C	Q6Q5F3	151
YBR135W	CKS1	P20486	150
YPL059W	GRX5	Q02784	150
YMR159C	ATG16	Q03818	150
YDL219W	DTD1	Q07648	150
YDL110C	TMA17	Q12513	150
YHL006C	SHU1	P38751	150
YMR298W	LIP1	Q03579	150
YBR266C	SLM6	P38343	150
YOR052C	TMC1	Q08422	150
YIL171W-A	YIL171W-A	A0A023PXN9	150
YHL042W	YHL042W	P38729	150
YJL220W	YJL220W	P40891	150
YGL103W	RPL28	P02406	149
YNR010W	CSE2	P33308	149
YJL104W	PAM16	P42949	149
YGL106W	MLC1	P53141	149
YLL052C	AQY2	P0CD90	149
YDR252W	BTT1	P40314	149
YDL121C	EXP1	Q07541	149
YOR286W	RDL2	Q08742	149
YDR063W	AIM7	Q12156	149
YHL041W	YHL041W	P38730	149
YGR107W	YGR107W	P53263	149
YBR082C	UBC4	P15731	148
YDR059C	UBC5	P15732	148
YMR148W	LDO16	P40219	148
YIR005W	IST3	P40565	148
YHR051W	COX6	P00427	148
YBR173C	UMP1	P38293	148
YER044C	ERG28	P40030	148
YER150W	SPI1	P40092	148
YGR203W	YCH1	P42937	148
YPL144W	POC4	Q12245	148
YHR136C	SPL2	P38839	148
YCR049C	YCR049C	P25629	148
YER137C	YER137C	P40083	148
YFL012W	YFL012W	P43580	148
YLL044W	YLL044W	Q07880	148
YFR033C	QCR6	P00127	147
YBR109C	CMD1	P06787	147
YBR252W	DUT1	P33317	147
YJR058C	APS2	Q00381	147
YDR462W	MRPL28	P36527	147
YGR174C	CBP4	P37267	147
YGL230C	YGL230C	P53074	147
YGR290W	YGR290W	P53339	147
YIL066W-A	YIL066W-A	A0A023PXF8	147
YKL066W	YKL066W	P36089	147
YJL211C	YJL211C	P40898	147
YDR344C	YDR344C	Q05510	147
YOR392W	YOR392W	Q08915	147
YDR450W	RPS18A	P0CX55	146
YML026C	RPS18B	P0CX56	146
YOR224C	RPB8	P20436	146
YGR243W	MPC3	P53311	146
YGR074W	SMD1	Q02260	146
YDR397C	NCB2	Q92317	146
YBR282W	MRPL27	P36526	146
YDL092W	SRP14	P38985	146
YCR071C	IMG2	P25642	146
YNR004W	SWM2	P40342	146
YNL328C	MDJ2	P42834	146
YPL225W	YPL225W	Q08971	146
		E9PAE4	146
YCL075W	TY5B	P25601	146
YGR259C	YGR259C	P53321	146
YNL319W	YNL319W	P53826	146
YDR433W	YDR433W	P87269	146
YGR118W	RPS23A	P0CX29	145
YPR132W	RPS23B	P0CX30	145
YKL160W	ELF1	P36053	145
YBL025W	RRN10	P38204	145
YER035W	EDC2	P40023	145
YIL051C	MMF1	P40185	145
YPL276W	YPL276W	P0CF36	145
YMR151W	YIM2	P28626	145
YMR074C	YMR074C	Q04773	145
YAL026C-A	YAL026C-A	A0A023PXH4	145
YER145C-A	YER145C-A	A0A023PYF4	145
YGL118C	YGL118C	P53132	145
YNL179C	YNL179C	P53880	145
YOL121C	RPS19A	P07280	144
YNL302C	RPS19B	P07281	144
YIR015W	RPR2	P40571	144
YBL021C	HAP3	P13434	144
YCL056C	PEX34	P25584	144
YBR285W	YBR285W	P38354	144
YDR360W	OPI7	P87286	144
YOR186W	YOR186W	Q08560	144
YHR056W-A	YHR056W-A	A0A023PXL7	144
YLR317W	YLR317W	O13553	144
YPR123C	YPR123C	O13566	144
YIL060W	YIL060W	P40519	144
YOR055W	YOR055W	Q08439	144
YDL086C-A	YDL086C-A	Q8TGP8	144
YMR143W	RPS16A	P0CX51	143
YDR513W	GRX2	P17695	143
YLL050C	COF1	Q03048	143
YDL083C	RPS16B	P0CX52	143
YPR017C	DSS4	P32601	143
YER046W	SPO73	P40031	143
YOR369C	RPS12	P48589	143
YNL081C	SWS2	P53937	143
YDR100W	TVP15	Q03860	143
YPR082C	DIB1	Q06819	143
YOL165C	AAD15	Q08361	143
YER068C-A	YER068C-A	A0A023PXC7	143
YBL077W	YBL077W	P38183	143
YNL235C	YNL235C	P53856	143
YOR041C	YOR041C	Q08411	143
YOL127W	RPL25	P04456	142
YIL004C	BET1	P22804	142
YNL113W	RPC19	P28000	142
YER159C	BUR6	P40096	142
YOL040C	RPS15	Q01855	142
YLR245C	CDD1	Q06549	142
YBR258C	SHG1	P38337	142
YBR064W	YBR064W	P38240	142
YBR210W	ERV15	P38312	142
YNL105W	RRT16	P50943	142
YIL029C	YIL029C	P40538	142
YGL102C	YGL102C	P53143	142
YNR042W	YNR042W	P53737	142
YDR544C	YDR544C	Q03057	142
YIL027C	EMC5	P40540	141
YJR067C	YAE1	P47118	141
YEL045C	YEL045C	P32616	141
YLR013W	GAT3	Q07928	141
YKR033C	YKR033C	P36128	141
YBL083C	YBL083C	P38178	141
YER187W	YER187W	P40102	141
YDL062W	YDL062W	Q07410	141
YBR167C	POP7	P38291	140
YDR308C	SRB7	P47822	140
YDR437W	GPI19	Q04082	140
YBR188C	NTC20	P38302	140
YPR100W	MRPL51	Q06090	140
YJR044C	VPS55	P47111	140
YGL108C	YGL108C	P53139	140
YDL123W	SNA4	Q07549	140
YPR153W	YPR153W	Q06537	140
YPR063C	YPR063C	Q12160	140
YAL059C-A	YAL059C-A	A0A023PYD0	140
YNL205C	YNL205C	P40162	140
YLR076C	YLR076C	Q08018	140
YOR285W	RDL1	Q12305	139
YNR022C	MRPL50	P53724	139
YEL033W	MTC7	P32633	139
YPL114W	YPL114W	O13518	139
YBR012C	YBR012C	P38214	139
YNL266W	YNL266W	P53842	139
YLR112W	YLR112W	Q12130	139
YOR218C	YOR218C	Q12249	139
YPR064W	YPR064W	Q12492	139
YKL006W	RPL14A	P36105	138
YBR269C	SDH8	P38345	138
YHL001W	RPL14B	P38754	138
YJL191W	RPS14B	P39516	138
YGL054C	ERV14	P53173	138
YMR292W	GOT1	Q03554	138
YKL170W	MRPL38	P35996	138
YER050C	RSM18	P40033	138
YIL040W	APQ12	P40532	138
YBL049W	MOH1	P38191	138
YJL075C	APQ13	P47036	138
YJL027C	YJL027C	P47063	138
YOR333C	YOR333C	Q08789	138
YCR031C	RPS14A	P06367	137
YBL087C	RPL23A	P0CX41	137
YER117W	RPL23B	P0CX42	137
YDR156W	RPA14	P50106	137
YGL087C	MMS2	P53152	137
YKL167C	MRP49	P32388	137
YER093C-A	AIM11	P87275	137
YGR230W	BNS1	P50084	137
YPR050C	YPR050C	A0A023PZM3	137
YKL031W	YKL031W	P36098	137
YDR209C	YDR209C	Q03480	137
YPL197C	YPL197C	Q08953	137
YDR215C	YDR215C	Q12240	137
YOR012W	YOR012W	Q12351	137
YBR010W	HHT1; HHT2	P61830	136
YPL250C	ATG41	Q12048	136
YHR010W	RPL27A	P0C2H6	136
YML024W	RPS17A	P02407	136
YDR471W	RPL27B	P0C2H7	136
YDR447C	RPS17B	P14127	136
YDR134C	CCW22	Q7LHD1	136
YER147C-A	YER147C-A	A0A023PXD5	136
YHR070C-A	YHR070C-A	A0A023PYH0	136
YCR025C	YCR025C	P25352	136
YCR064C	YCR064C	P25640	136
YKL097C	YKL097C	P34245	136
YBR226C	YBR226C	P38322	136
YGR265W	YGR265W	P53325	136
YNL226W	YNL226W	P53864	136
YDR095C	YDR095C	Q03831	136
YLR125W	YLR125W	Q12138	136
YER074W	RPS24A	P0CX31	135
YIL069C	RPS24B	P0CX32	135
YDR519W	FPR2	P32472	135
YNR046W	TRM112	P53738	135
YCR028C-A	RIM1	P32445	135
YDR482C	CWC21	Q03375	135
YDR445C	YDR445C	Q04100	135
YEL009C-A	YEL009C-A	A0A023PZF2	135
YPR130C	YPR130C	O13568	135
YNL150W	YNL150W	P53902	135
YOR263C	YOR263C	Q08728	135
YOL012C	HTZ1	Q12692	134
YBR230C	OM14	P38325	134
YPL062W	YPL062W	Q02781	134
YNR005C	YNR005C	P53717	134
YMR252C	YMR252C	Q04814	134
YCL012C	YCL012C	Q8J0M4	134
Q0182	Q0182	Q9ZZW1	134
YKR083C	DAD2	P36162	133
YBL018C	POP8	P38208	133
YDR511W	SDH7	Q04401	133
YPL192C	PRM3	Q08931	133
YLR110C	CCW12	Q12127	133
YLR437C	DIF1	O13577	133
YJL151C	SNA3	P14359	133
